attendance,cgpa,arrear_count,fees_paid,disciplinary_issues,year,semester,dropout,low_attendance,low_cgpa,high_arrears,financial_risk,behavior_risk
74,5.93,2,0,0,3,6,1,0,0,0,1,0
89,9.42,4,0,0,3,4,1,0,0,1,1,0
64,2.84,3,0,0,1,6,1,0,1,0,1,0
63,8.12,5,1,0,2,2,0,0,0,1,0,0
52,5.28,0,0,0,4,4,1,1,0,0,1,0
99,7.24,6,1,0,2,5,1,0,0,1,0,0
97,4.08,3,0,0,3,7,1,0,1,0,1,0
46,3.28,6,0,0,2,3,1,1,1,1,1,0
96,3.28,7,0,0,1,6,1,0,1,1,1,0
75,2.56,5,0,1,4,2,1,0,1,1,1,1
84,3.49,3,1,0,2,4,1,0,1,0,0,0
59,7.31,6,1,0,4,1,1,1,0,1,0,0
40,9.05,2,1,0,4,7,1,1,0,0,0,0
47,8.51,0,0,1,3,7,1,1,0,0,1,1
85,7.48,3,0,0,2,4,1,0,0,0,1,0
55,2.88,2,1,0,4,8,1,1,1,0,0,0
53,4.31,0,1,0,3,7,1,1,1,0,0,0
51,4.48,1,0,0,1,5,1,1,1,0,1,0
90,4.0,2,1,0,1,5,1,0,1,0,0,0
62,6.12,4,1,0,2,1,1,0,0,1,0,0
54,6.28,6,0,0,4,2,0,1,0,1,1,0
67,4.86,7,1,1,2,5,0,0,1,1,0,1
73,4.83,0,0,0,4,2,1,0,1,0,1,0
41,8.63,3,1,0,3,2,1,1,0,0,0,0
71,8.31,5,0,1,1,4,1,0,0,1,1,1
62,4.46,3,1,0,1,2,1,0,1,0,0,0
61,9.31,4,0,0,1,6,1,0,0,1,1,0
90,9.62,6,1,0,1,8,1,0,0,1,0,0
64,4.61,4,0,0,2,5,1,0,1,1,1,0
97,4.84,3,1,0,4,5,1,0,1,0,0,0
61,6.05,7,1,0,2,3,1,0,0,1,0,0
97,9.53,6,1,1,3,7,1,0,0,1,0,1
97,9.01,5,1,0,1,2,1,0,0,1,0,0
61,2.82,0,1,0,4,3,1,0,1,0,0,0
88,5.14,6,1,0,2,4,0,0,0,1,0,0
91,6.43,2,0,0,4,3,1,0,0,0,1,0
81,6.03,6,1,0,2,7,1,0,0,1,0,0
45,3.55,4,0,0,4,2,1,1,1,1,1,0
54,8.87,4,1,0,4,8,1,1,0,1,0,0
93,7.42,4,0,0,1,7,1,0,0,1,1,0
82,8.7,5,1,0,2,5,1,0,0,1,0,0
99,8.87,6,1,0,3,8,1,0,0,1,0,0
76,7.99,7,1,0,4,4,1,0,0,1,0,0
72,5.51,7,1,0,3,2,1,0,0,1,0,0
47,6.88,6,0,0,1,8,1,1,0,1,1,0
92,3.28,7,1,0,3,8,1,0,1,1,0,0
99,7.39,1,0,1,4,8,1,0,0,0,1,1
83,3.43,5,1,0,4,8,1,0,1,1,0,0
83,7.55,0,1,1,4,8,1,0,0,0,0,1
44,3.84,0,1,0,2,8,1,1,1,0,0,0
78,2.94,0,0,1,3,4,1,0,1,0,1,1
43,3.32,0,0,0,2,1,1,1,1,0,1,0
45,2.02,0,0,0,4,8,1,1,1,0,1,0
84,7.75,7,0,0,4,2,1,0,0,1,1,0
71,7.86,3,0,0,1,1,1,0,0,0,1,0
91,6.12,4,1,0,1,8,1,0,0,1,0,0
69,3.29,5,0,0,4,3,1,0,1,1,1,0
86,2.67,3,1,0,2,2,1,0,1,0,0,0
74,2.15,5,1,0,2,1,1,0,1,1,0,0
94,3.33,1,1,1,4,6,1,0,1,0,0,1
79,9.13,6,1,0,3,5,1,0,0,1,0,0
91,3.93,2,1,0,2,3,1,0,1,0,0,0
55,4.83,4,1,0,4,2,1,1,1,1,0,0
52,2.84,1,0,0,1,2,0,1,1,0,1,0
89,3.78,3,1,0,4,5,1,0,1,0,0,0
99,6.15,2,1,0,2,5,0,0,0,0,0,0
81,6.86,6,1,0,4,7,1,0,0,1,0,0
69,3.96,1,1,1,3,8,1,0,1,0,0,1
58,2.46,6,1,0,3,1,1,1,1,1,0,0
56,5.13,6,1,0,2,1,0,1,0,1,0,0
95,3.87,7,0,0,4,1,1,0,1,1,1,0
58,3.76,5,1,0,3,7,1,1,1,1,0,0
67,9.68,2,1,0,3,8,0,0,0,0,0,0
97,6.93,5,0,0,1,4,1,0,0,1,1,0
94,6.46,6,0,0,2,3,1,0,0,1,1,0
65,5.33,7,0,0,1,8,1,0,0,1,1,0
76,5.43,1,1,0,1,2,0,0,0,0,0,0
65,6.33,6,0,1,3,3,1,0,0,1,1,1
92,7.57,3,1,0,4,5,0,0,0,0,0,0
62,7.62,6,1,0,1,8,1,0,0,1,0,0
48,3.37,5,1,0,2,6,1,1,1,1,0,0
51,6.0,2,1,0,2,3,1,1,0,0,0,0
92,5.3,1,1,0,4,3,0,0,0,0,0,0
40,8.96,5,1,0,2,1,1,1,0,1,0,0
97,7.05,6,0,0,1,5,1,0,0,1,1,0
97,6.26,3,1,0,4,3,0,0,0,0,0,0
40,2.92,4,1,0,2,2,1,1,1,1,0,0
86,6.85,7,1,0,2,1,1,0,0,1,0,0
73,2.94,3,1,0,1,7,1,0,1,0,0,0
71,4.7,6,0,1,1,3,1,0,1,1,1,1
93,3.14,3,1,0,1,5,1,0,1,0,0,0
87,7.54,7,0,0,1,8,1,0,0,1,1,0
64,3.65,4,1,0,4,6,0,0,1,1,0,0
79,5.13,3,1,0,4,8,0,0,0,0,0,0
84,9.17,4,1,0,4,8,1,0,0,1,0,0
92,3.63,6,0,0,3,2,1,0,1,1,1,0
40,6.06,4,1,0,1,6,1,1,0,1,0,0
55,5.35,5,1,0,1,5,1,1,0,1,0,0
78,2.14,5,0,0,4,5,1,0,1,1,1,0
44,8.34,4,1,0,2,5,1,1,0,1,0,0
61,2.55,1,1,0,2,6,1,0,1,0,0,0
68,5.79,2,1,0,1,4,0,0,0,0,0,0
94,6.49,1,1,0,1,2,0,0,0,0,0,0
42,7.03,4,1,0,4,5,1,1,0,1,0,0
51,7.51,2,1,0,1,4,1,1,0,0,0,0
65,4.03,5,1,0,2,1,0,0,1,1,0,0
55,2.08,2,1,0,2,4,1,1,1,0,0,0
90,7.79,4,1,0,1,1,1,0,0,1,0,0
76,6.29,5,0,1,4,6,1,0,0,1,1,1
61,8.69,2,0,1,4,7,0,0,0,0,1,1
96,8.57,2,0,0,2,7,1,0,0,0,1,0
68,8.75,1,1,1,4,4,1,0,0,0,0,1
53,5.88,2,1,0,2,6,1,1,0,0,0,0
67,4.67,6,1,0,1,5,1,0,1,1,0,0
44,8.33,4,0,1,2,4,1,1,0,1,1,1
86,5.61,0,1,0,1,4,0,0,0,0,0,0
88,3.47,0,1,0,4,5,0,0,1,0,0,0
69,8.84,0,1,0,3,1,0,0,0,0,0,0
85,9.06,4,1,0,3,5,1,0,0,1,0,0
91,5.73,0,1,0,3,2,1,0,0,0,0,0
44,2.61,1,0,0,2,7,1,1,1,0,1,0
51,5.1,4,0,0,3,8,1,1,0,1,1,0
55,8.43,6,0,0,2,8,0,1,0,1,1,0
65,9.21,5,1,0,4,7,1,0,0,1,0,0
65,3.63,6,1,1,1,4,1,0,1,1,0,1
87,2.54,4,1,0,3,2,1,0,1,1,0,0
60,9.02,4,1,0,2,5,1,0,0,1,0,0
78,5.12,2,1,0,4,7,0,0,0,0,0,0
75,6.33,2,0,0,4,6,1,0,0,0,1,0
72,9.74,2,0,0,3,5,1,0,0,0,1,0
69,2.53,7,1,0,4,3,1,0,1,1,0,0
76,7.19,7,1,0,4,2,1,0,0,1,0,0
62,2.59,3,1,1,4,7,1,0,1,0,0,1
97,5.0,7,1,0,2,3,1,0,0,1,0,0
49,8.43,1,0,0,4,2,0,1,0,0,1,0
93,5.47,4,1,0,4,8,1,0,0,1,0,0
44,9.98,6,1,0,4,6,1,1,0,1,0,0
75,6.47,4,0,0,4,3,1,0,0,1,1,0
73,4.57,2,1,0,4,3,1,0,1,0,0,0
91,3.76,4,1,0,2,2,1,0,1,1,0,0
70,4.8,5,0,0,4,5,1,0,1,1,1,0
49,4.98,7,0,0,4,1,1,1,1,1,1,0
97,2.55,4,1,0,1,5,1,0,1,1,0,0
58,4.96,6,1,1,4,1,1,1,1,1,0,1
97,5.71,0,1,0,4,2,0,0,0,0,0,0
71,7.78,5,1,0,2,4,1,0,0,1,0,0
40,7.25,5,1,0,4,5,0,1,0,1,0,0
95,7.67,4,0,0,2,3,1,0,0,1,1,0
44,2.07,3,1,0,3,5,1,1,1,0,0,0
84,3.74,2,1,0,4,8,1,0,1,0,0,0
43,7.29,1,1,0,1,2,1,1,0,0,0,0
55,5.87,1,1,0,2,8,1,1,0,0,0,0
63,2.04,0,1,1,3,4,1,0,1,0,0,1
55,8.44,1,0,0,1,4,1,1,0,0,1,0
94,8.18,1,1,0,2,5,0,0,0,0,0,0
41,6.39,2,1,0,3,5,1,1,0,0,0,0
88,2.53,7,0,1,1,8,0,0,1,1,1,1
67,8.13,2,1,0,4,6,0,0,0,0,0,0
71,6.67,3,0,0,1,5,1,0,0,0,1,0
66,8.26,6,1,0,1,2,1,0,0,1,0,0
59,8.01,0,1,0,1,1,1,1,0,0,0,0
63,8.42,1,0,0,2,6,1,0,0,0,1,0
51,6.14,3,1,0,4,1,1,1,0,0,0,0
89,3.12,0,1,0,4,8,1,0,1,0,0,0
74,7.37,5,1,0,2,3,1,0,0,1,0,0
99,6.96,1,0,0,1,7,1,0,0,0,1,0
72,7.94,1,0,0,4,2,1,0,0,0,1,0
72,3.36,2,1,0,1,6,1,0,1,0,0,0
90,3.56,4,0,0,4,8,1,0,1,1,1,0
82,9.12,0,1,0,2,4,0,0,0,0,0,0
76,8.0,1,1,0,3,6,0,0,0,0,0,0
51,9.27,7,1,1,1,3,1,1,0,1,0,1
42,8.07,0,1,0,4,4,1,1,0,0,0,0
40,6.78,6,1,1,4,6,1,1,0,1,0,1
72,7.23,7,1,1,4,8,1,0,0,1,0,1
79,9.11,3,1,0,2,4,0,0,0,0,0,0
49,6.63,7,1,1,2,5,1,1,0,1,0,1
82,7.06,3,1,0,3,4,0,0,0,0,0,0
83,3.25,4,0,0,2,6,0,0,1,1,1,0
68,5.79,1,0,0,1,4,1,0,0,0,1,0
52,7.73,7,1,0,2,2,1,1,0,1,0,0
51,4.17,6,1,0,4,5,1,1,1,1,0,0
70,3.62,2,1,0,1,5,1,0,1,0,0,0
85,4.51,1,1,0,2,3,1,0,1,0,0,0
41,3.93,0,0,0,1,5,1,1,1,0,1,0
90,3.72,5,1,0,1,1,1,0,1,1,0,0
89,5.4,3,1,0,2,2,0,0,0,0,0,0
74,9.26,0,1,0,1,3,0,0,0,0,0,0
62,6.06,4,1,1,4,1,1,0,0,1,0,1
56,3.5,3,0,0,4,4,1,1,1,0,1,0
65,2.62,2,1,0,2,7,1,0,1,0,0,0
47,7.57,3,1,1,2,1,1,1,0,0,0,1
68,5.06,5,0,0,4,3,1,0,0,1,1,0
65,8.57,7,1,0,2,5,1,0,0,1,0,0
49,7.28,6,1,0,4,2,1,1,0,1,0,0
65,8.37,7,1,0,1,7,1,0,0,1,0,0
73,4.18,1,1,1,2,3,1,0,1,0,0,1
90,7.54,5,0,0,3,1,1,0,0,1,1,0
80,4.11,6,1,0,4,7,1,0,1,1,0,0
46,9.51,5,0,0,4,1,1,1,0,1,1,0
43,7.09,1,1,0,1,8,1,1,0,0,0,0
97,4.6,3,0,0,3,3,1,0,1,0,1,0
92,4.16,4,1,1,3,7,1,0,1,1,0,1
89,3.53,1,1,1,3,6,1,0,1,0,0,1
84,7.56,1,1,0,4,6,0,0,0,0,0,0
50,3.75,6,0,0,4,3,1,1,1,1,1,0
68,6.76,2,1,0,3,6,0,0,0,0,0,0
95,4.12,7,1,0,2,3,0,0,1,1,0,0
75,7.3,3,0,0,3,5,1,0,0,0,1,0
64,8.52,1,1,0,1,7,0,0,0,0,0,0
60,8.22,4,1,1,3,3,0,0,0,1,0,1
96,8.09,0,1,0,3,4,0,0,0,0,0,0
75,3.5,3,1,0,3,2,1,0,1,0,0,0
49,2.71,2,0,0,2,2,1,1,1,0,1,0
76,7.59,5,1,0,3,4,1,0,0,1,0,0
48,4.95,1,1,0,3,1,1,1,1,0,0,0
63,5.46,4,0,0,4,1,1,0,0,1,1,0
74,2.25,3,1,0,3,1,1,0,1,0,0,0
88,4.08,4,1,0,1,8,1,0,1,1,0,0
74,2.27,4,1,0,4,7,1,0,1,1,0,0
87,9.03,7,1,0,2,1,1,0,0,1,0,0
75,3.95,6,0,0,4,5,1,0,1,1,1,0
57,6.46,5,0,0,2,4,1,1,0,1,1,0
88,2.31,2,1,0,2,2,1,0,1,0,0,0
78,7.33,7,0,1,1,4,1,0,0,1,1,1
71,4.58,3,1,0,3,2,1,0,1,0,0,0
63,9.18,1,0,0,1,1,1,0,0,0,1,0
62,9.1,2,1,1,4,5,1,0,0,0,0,1
71,4.6,1,1,0,2,3,0,0,1,0,0,0
76,9.21,0,1,0,4,3,0,0,0,0,0,0
51,9.97,4,0,0,2,6,1,1,0,1,1,0
88,8.6,0,0,0,4,1,1,0,0,0,1,0
94,8.76,6,0,1,2,1,1,0,0,1,1,1
52,3.99,4,0,0,1,4,1,1,1,1,1,0
62,6.61,5,1,0,2,5,1,0,0,1,0,0
64,2.54,2,1,0,3,5,1,0,1,0,0,0
74,2.76,1,1,0,1,8,1,0,1,0,0,0
80,9.99,7,1,0,3,4,1,0,0,1,0,0
69,4.61,6,1,0,4,5,1,0,1,1,0,0
56,7.99,5,1,0,4,7,1,1,0,1,0,0
88,8.45,1,1,0,2,7,0,0,0,0,0,0
59,8.86,2,1,1,2,5,1,1,0,0,0,1
87,9.98,3,1,0,4,7,0,0,0,0,0,0
64,3.93,6,1,0,1,8,1,0,1,1,0,0
61,2.32,0,0,0,3,3,1,0,1,0,1,0
52,5.29,0,0,1,4,5,1,1,0,0,1,1
98,3.04,7,1,0,1,7,1,0,1,1,0,0
58,2.18,1,0,0,3,1,1,1,1,0,1,0
88,4.88,1,1,0,2,3,1,0,1,0,0,0
75,8.27,1,1,0,1,1,0,0,0,0,0,0
51,6.53,6,0,0,1,1,1,1,0,1,1,0
80,4.5,2,0,0,4,7,1,0,1,0,1,0
58,7.23,3,1,0,3,7,1,1,0,0,0,0
51,3.86,0,1,0,4,4,1,1,1,0,0,0
48,2.12,5,0,0,2,6,1,1,1,1,1,0
46,8.11,4,1,1,2,5,1,1,0,1,0,1
67,6.99,6,1,1,3,5,1,0,0,1,0,1
53,8.1,6,1,0,3,5,1,1,0,1,0,0
70,2.31,2,0,0,3,5,1,0,1,0,1,0
91,8.7,0,1,0,4,7,0,0,0,0,0,0
58,6.96,7,0,1,3,3,1,1,0,1,1,1
97,6.51,3,1,0,3,2,0,0,0,0,0,0
86,7.0,2,1,1,4,1,1,0,0,0,0,1
55,8.92,5,1,0,2,6,1,1,0,1,0,0
92,6.7,0,1,0,2,8,0,0,0,0,0,0
44,6.65,2,1,0,1,6,1,1,0,0,0,0
74,9.93,0,1,0,2,2,0,0,0,0,0,0
51,8.05,0,0,1,3,8,1,1,0,0,1,1
64,5.54,7,1,0,2,8,1,0,0,1,0,0
91,7.66,6,1,0,4,2,1,0,0,1,0,0
98,5.11,3,0,0,2,8,0,0,0,0,1,0
60,3.83,6,1,0,2,2,1,0,1,1,0,0
75,6.77,4,0,0,1,7,1,0,0,1,1,0
92,9.43,3,0,0,1,3,1,0,0,0,1,0
62,9.43,0,0,1,3,2,1,0,0,0,1,1
55,4.74,2,1,0,4,8,1,1,1,0,0,0
96,6.22,5,1,0,3,8,1,0,0,1,0,0
78,3.69,7,1,0,4,3,1,0,1,1,0,0
84,9.97,3,1,0,4,7,0,0,0,0,0,0
92,9.85,4,1,0,1,4,1,0,0,1,0,0
81,7.2,0,1,0,2,8,0,0,0,0,0,0
97,8.44,5,0,0,2,8,1,0,0,1,1,0
78,7.72,3,1,0,1,4,0,0,0,0,0,0
53,6.75,6,0,0,3,6,1,1,0,1,1,0
70,2.43,6,1,0,2,4,1,0,1,1,0,0
97,5.64,3,0,1,3,3,1,0,0,0,1,1
44,7.4,3,1,0,2,3,1,1,0,0,0,0
74,7.42,3,0,0,3,1,1,0,0,0,1,0
62,4.98,5,0,0,4,8,1,0,1,1,1,0
68,9.53,6,1,0,4,2,1,0,0,1,0,0
82,3.34,2,1,0,2,5,1,0,1,0,0,0
50,6.0,4,1,0,3,5,1,1,0,1,0,0
57,7.53,4,1,0,3,2,1,1,0,1,0,0
86,7.58,7,1,0,4,5,1,0,0,1,0,0
51,7.19,0,1,0,3,5,1,1,0,0,0,0
48,4.2,1,1,0,1,7,1,1,1,0,0,0
49,3.25,2,1,0,3,5,1,1,1,0,0,0
97,7.09,6,1,0,4,6,1,0,0,1,0,0
83,6.79,0,1,0,1,8,0,0,0,0,0,0
56,3.43,7,1,0,1,8,1,1,1,1,0,0
77,7.64,0,0,0,3,8,0,0,0,0,1,0
46,5.64,3,0,0,4,3,1,1,0,0,1,0
85,7.34,1,1,0,4,3,0,0,0,0,0,0
52,8.7,6,1,0,4,3,1,1,0,1,0,0
79,3.36,1,0,0,1,2,1,0,1,0,1,0
81,2.15,2,1,1,4,4,1,0,1,0,0,1
48,8.23,1,1,0,1,6,1,1,0,0,0,0
89,6.88,0,0,1,1,6,1,0,0,0,1,1
66,7.6,1,1,0,2,5,0,0,0,0,0,0
97,8.71,1,1,0,3,8,0,0,0,0,0,0
41,8.42,4,1,1,4,1,1,1,0,1,0,1
44,9.69,6,1,0,1,3,1,1,0,1,0,0
68,6.29,6,1,0,3,7,1,0,0,1,0,0
76,5.91,0,1,0,1,6,0,0,0,0,0,0
77,5.22,5,1,0,3,6,1,0,0,1,0,0
58,3.23,1,1,0,1,1,1,1,1,0,0,0
47,6.58,1,1,1,4,5,1,1,0,0,0,1
87,4.22,3,1,1,2,6,1,0,1,0,0,1
84,9.37,6,1,0,2,8,1,0,0,1,0,0
40,6.67,1,0,0,2,6,1,1,0,0,1,0
61,6.74,6,0,0,1,4,1,0,0,1,1,0
91,4.84,1,0,1,3,1,1,0,1,0,1,1
56,2.42,4,0,0,4,7,1,1,1,1,1,0
46,2.25,0,1,0,4,7,1,1,1,0,0,0
64,5.39,6,1,0,1,5,0,0,0,1,0,0
84,2.68,2,1,0,2,5,1,0,1,0,0,0
43,6.85,0,1,0,1,3,1,1,0,0,0,0
75,9.05,3,1,1,3,4,0,0,0,0,0,1
45,9.06,0,1,0,2,5,1,1,0,0,0,0
99,7.27,1,1,1,1,8,1,0,0,0,0,1
70,3.69,3,1,0,3,4,1,0,1,0,0,0
58,8.9,0,1,0,2,3,1,1,0,0,0,0
83,9.09,7,1,0,4,8,1,0,0,1,0,0
93,3.57,3,0,0,3,7,1,0,1,0,1,0
78,7.9,7,1,1,4,1,1,0,0,1,0,1
66,4.29,2,1,0,3,6,1,0,1,0,0,0
49,8.42,0,0,0,2,6,1,1,0,0,1,0
65,9.98,6,1,0,1,2,1,0,0,1,0,0
58,2.24,6,1,0,1,2,1,1,1,1,0,0
78,9.18,5,0,1,1,2,1,0,0,1,1,1
42,6.98,1,1,0,1,6,1,1,0,0,0,0
84,9.79,7,1,0,3,4,1,0,0,1,0,0
52,5.72,3,1,0,1,8,1,1,0,0,0,0
89,8.78,5,1,0,1,2,1,0,0,1,0,0
67,2.5,5,1,0,3,1,1,0,1,1,0,0
97,4.68,4,1,0,3,5,1,0,1,1,0,0
59,2.54,7,1,0,2,8,0,1,1,1,0,0
67,9.8,3,1,0,3,4,0,0,0,0,0,0
47,8.54,5,0,1,4,6,1,1,0,1,1,1
80,8.82,4,1,0,2,1,1,0,0,1,0,0
78,9.5,5,1,0,2,7,1,0,0,1,0,0
40,2.68,1,1,1,1,6,1,1,1,0,0,1
42,5.08,2,1,0,1,4,0,1,0,0,0,0
52,2.57,7,1,1,4,4,1,1,1,1,0,1
67,3.69,4,1,1,1,4,1,0,1,1,0,1
96,3.83,2,1,0,3,3,1,0,1,0,0,0
99,5.75,3,0,0,3,5,0,0,0,0,1,0
88,4.15,1,1,0,1,8,1,0,1,0,0,0
64,2.81,4,1,0,1,2,1,0,1,1,0,0
95,3.34,3,1,0,3,3,1,0,1,0,0,0
72,3.18,5,1,0,2,5,1,0,1,1,0,0
77,9.78,6,0,0,4,6,1,0,0,1,1,0
92,8.07,0,1,0,4,2,1,0,0,0,0,0
45,9.74,3,1,0,2,7,1,1,0,0,0,0
97,5.52,2,0,1,4,3,1,0,0,0,1,1
83,4.23,1,0,0,1,3,0,0,1,0,1,0
84,8.39,1,0,0,1,8,1,0,0,0,1,0
71,4.61,3,1,1,1,1,1,0,1,0,0,1
84,4.4,5,1,0,4,8,1,0,1,1,0,0
86,3.86,0,1,0,2,7,1,0,1,0,0,0
60,3.04,7,1,0,1,7,1,0,1,1,0,0
55,4.05,2,1,0,2,3,1,1,1,0,0,0
93,4.84,3,0,0,3,4,1,0,1,0,1,0
60,7.39,3,1,0,3,6,0,0,0,0,0,0
50,2.5,6,1,0,3,7,1,1,1,1,0,0
99,3.68,1,1,0,4,8,1,0,1,0,0,0
76,8.47,2,1,1,4,3,1,0,0,0,0,1
75,3.18,0,1,0,1,4,1,0,1,0,0,0
74,4.74,1,1,1,3,5,1,0,1,0,0,1
58,8.92,3,1,0,2,5,1,1,0,0,0,0
59,3.24,1,1,0,4,8,0,1,1,0,0,0
96,2.66,1,0,1,2,7,1,0,1,0,1,1
57,5.88,4,1,0,2,4,1,1,0,1,0,0
86,4.42,1,1,0,1,1,1,0,1,0,0,0
80,6.51,5,0,0,1,8,0,0,0,1,1,0
88,8.43,1,0,0,2,1,1,0,0,0,1,0
53,3.1,7,0,0,2,5,1,1,1,1,1,0
54,6.65,5,1,0,2,6,1,1,0,1,0,0
70,6.04,2,1,0,2,3,1,0,0,0,0,0
40,3.15,1,1,0,3,8,1,1,1,0,0,0
92,6.99,0,1,0,2,7,0,0,0,0,0,0
93,4.19,5,1,0,4,7,1,0,1,1,0,0
93,5.9,5,1,1,1,5,1,0,0,1,0,1
42,2.66,3,0,0,4,5,1,1,1,0,1,0
55,5.68,2,1,0,1,8,0,1,0,0,0,0
62,4.45,1,1,0,1,8,1,0,1,0,0,0
96,8.58,6,0,0,1,4,1,0,0,1,1,0
50,2.46,0,1,0,4,1,1,1,1,0,0,0
51,5.35,3,1,0,1,6,1,1,0,0,0,0
49,5.67,2,0,0,2,4,1,1,0,0,1,0
71,7.8,7,0,0,2,5,1,0,0,1,1,0
55,6.59,5,0,0,3,2,1,1,0,1,1,0
47,7.34,0,1,0,3,3,1,1,0,0,0,0
77,8.22,7,1,0,3,5,1,0,0,1,0,0
51,8.9,1,1,0,2,8,0,1,0,0,0,0
63,4.51,6,0,0,4,4,0,0,1,1,1,0
67,6.3,4,1,0,3,2,1,0,0,1,0,0
92,8.72,4,1,1,2,2,0,0,0,1,0,1
47,9.92,2,0,1,1,5,1,1,0,0,1,1
97,9.12,6,1,1,4,6,1,0,0,1,0,1
67,4.97,0,1,0,4,1,1,0,1,0,0,0
75,3.56,3,1,0,2,2,1,0,1,0,0,0
65,5.92,0,0,0,2,7,1,0,0,0,1,0
47,7.93,6,0,0,1,8,1,1,0,1,1,0
97,5.94,7,1,0,1,8,1,0,0,1,0,0
99,5.87,5,1,0,1,3,1,0,0,1,0,0
89,8.71,4,1,0,4,8,1,0,0,1,0,0
67,4.89,2,1,0,4,4,1,0,1,0,0,0
67,8.88,1,1,1,3,4,1,0,0,0,0,1
76,5.25,0,1,0,3,4,0,0,0,0,0,0
80,4.63,4,1,0,3,7,1,0,1,1,0,0
75,5.63,3,1,0,4,5,0,0,0,0,0,0
66,8.1,2,1,1,1,4,1,0,0,0,0,1
93,3.01,1,1,0,3,7,1,0,1,0,0,0
56,3.57,0,1,1,1,4,1,1,1,0,0,1
48,9.61,3,1,0,1,3,1,1,0,0,0,0
72,3.4,1,1,0,1,7,1,0,1,0,0,0
92,6.54,5,0,0,3,1,1,0,0,1,1,0
59,6.63,4,1,0,3,6,1,1,0,1,0,0
52,5.92,5,1,1,1,5,1,1,0,1,0,1
67,7.16,4,1,1,3,5,1,0,0,1,0,1
87,3.84,3,1,0,2,4,0,0,1,0,0,0
68,6.42,7,1,0,3,3,1,0,0,1,0,0
52,4.98,5,1,0,1,2,1,1,1,1,0,0
85,7.29,4,1,1,1,7,1,0,0,1,0,1
74,3.13,2,0,0,4,4,1,0,1,0,1,0
45,6.57,3,1,0,4,7,1,1,0,0,0,0
57,3.48,4,1,0,1,4,1,1,1,1,0,0
90,4.23,0,1,0,2,5,1,0,1,0,0,0
44,3.75,4,1,0,4,5,1,1,1,1,0,0
86,3.46,5,0,0,1,4,1,0,1,1,1,0
64,8.61,2,1,0,4,5,0,0,0,0,0,0
41,4.29,1,1,0,4,3,0,1,1,0,0,0
49,9.42,7,0,0,1,2,1,1,0,1,1,0
95,9.76,1,1,0,3,2,0,0,0,0,0,0
69,6.57,4,1,0,2,7,1,0,0,1,0,0
89,3.14,1,0,0,3,2,1,0,1,0,1,0
98,5.0,4,0,0,1,7,1,0,0,1,1,0
84,8.38,2,1,1,1,4,1,0,0,0,0,1
44,4.94,1,1,0,2,6,1,1,1,0,0,0
94,2.7,5,1,1,1,4,1,0,1,1,0,1
95,6.45,5,1,1,4,4,0,0,0,1,0,1
72,8.76,0,1,0,2,3,0,0,0,0,0,0
93,8.37,4,1,0,3,2,1,0,0,1,0,0
40,3.4,1,1,0,2,5,1,1,1,0,0,0
57,7.38,5,1,0,3,5,1,1,0,1,0,0
71,3.76,6,0,0,1,1,1,0,1,1,1,0
86,3.75,2,1,0,3,1,1,0,1,0,0,0
88,8.99,7,1,0,3,7,1,0,0,1,0,0
50,4.0,2,0,0,3,8,1,1,1,0,1,0
60,4.11,6,1,0,2,6,1,0,1,1,0,0
65,2.01,6,1,1,4,7,1,0,1,1,0,1
64,8.97,0,1,0,3,5,0,0,0,0,0,0
61,8.34,2,1,1,2,2,0,0,0,0,0,1
98,7.02,2,1,0,2,7,0,0,0,0,0,0
66,8.0,1,1,0,4,4,0,0,0,0,0,0
88,3.22,4,0,1,2,5,0,0,1,1,1,1
52,5.67,3,1,1,1,6,1,1,0,0,0,1
72,4.81,7,1,0,1,6,1,0,1,1,0,0
73,2.75,2,1,0,1,5,1,0,1,0,0,0
80,5.89,7,0,0,4,8,1,0,0,1,1,0
74,9.37,7,1,0,2,1,1,0,0,1,0,0
40,2.32,7,1,0,1,8,1,1,1,1,0,0
60,4.33,2,1,1,3,2,1,0,1,0,0,1
87,3.66,3,1,0,2,5,1,0,1,0,0,0
94,3.91,2,1,0,1,4,1,0,1,0,0,0
45,9.27,1,1,0,2,4,1,1,0,0,0,0
67,5.74,1,0,1,1,3,1,0,0,0,1,1
56,5.73,3,1,1,3,4,1,1,0,0,0,1
44,8.08,5,0,0,2,5,1,1,0,1,1,0
70,3.24,2,1,0,1,5,0,0,1,0,0,0
44,5.9,5,1,0,1,4,1,1,0,1,0,0
77,5.44,7,1,0,3,1,1,0,0,1,0,0
42,6.78,2,1,0,3,2,0,1,0,0,0,0
92,10.0,4,1,1,1,6,1,0,0,1,0,1
62,8.16,2,0,1,1,5,1,0,0,0,1,1
76,5.18,1,1,0,4,4,0,0,0,0,0,0
92,8.62,0,1,0,4,6,0,0,0,0,0,0
76,3.37,6,1,0,2,4,1,0,1,1,0,0
49,2.24,0,1,0,2,5,0,1,1,0,0,0
49,3.64,0,1,0,4,3,1,1,1,0,0,0
58,4.72,0,1,0,1,2,1,1,1,0,0,0
56,6.08,6,0,0,3,5,1,1,0,1,1,0
60,6.92,5,1,0,2,6,1,0,0,1,0,0
53,9.28,6,1,0,1,4,1,1,0,1,0,0
48,6.08,5,0,0,3,3,1,1,0,1,1,0
85,6.01,6,1,0,3,7,1,0,0,1,0,0
